"","source","target","mor"
"40703","MSX2","ALPL",-1
"40704","FOXP1","MYC",1
"40705","TEAD4","ACTA1",1
"40706","PITX3","F3",1
"40707","ZBTB18","ID2",-1
"40708","ZBTB18","ID3",-1
"40709","ZBTB18","ID4",-1
"40710","ARX","EGR1",1
"40711","ARX","ETS2",1
"40712","ARX","MEIS1",1
"40713","NEUROG2","CCND1",-1
"40714","GLI2","ZEB1",1
"40715","HOXA9","CREB1",1
"40716","HOXA9","PKNOX1",1
"40717","HOXA9","MEIS1",1
"40718","RFX1","TGFB2",1
"40719","RXRG","RBP2",1
"40720","ETV3","ERF",-1
"40721","MECOM","E2F1",1
"40722","SOX8","BEST1",1
"40723","SIX2","SIX2",1
"40724","ZIC3","ACTA1",1
"40725","HCFC1","COX7C",1
"40726","CREBBP","IFNB1",1
"40727","CREBBP","SLC1A2",1
"40728","CREBBP","MST1",1
"40729","CREBBP","SETDB1",-1
"40730","MYOD1","ACTA2",1
"40731","RYBP","CDC6",1
"40732","EID1","EGR1",1
"40733","CITED2","CEBPA",1
"40734","MYOCD","MYOCD",1
"40735","MYOCD","BMP10",1
"40736","MYOCD","ITGA8",1
"40737","LDB1","NFE2",1
"40738","SIRT1","SIRT1",1
"40739","SIRT1","SREBF1",1
"40740","SIRT1","CYP7A1",-1
"40741","SIRT1","PDK4",1
"40742","SIRT1","GADD45G",1
"40743","HDAC1","STAR",-1
"40744","PPARGC1A","FGF21",1
"40745","PPARGC1A","APLN",1
"40746","PPARGC1A","CDKN1A",1
"40747","PPARGC1A","HMOX1",1
"40748","PPARGC1A","NPC1L1",1
"40749","PPARGC1A","TRIB3",1
"40750","PPARGC1A","UCP1",1
"40751","RB1","GATA1",1
"40752","SAP30","IFNB1",1
"40753","IRF2BPL","KISS1",-1
"40754","IRF2BPL","IRF2BPL",-1
"40755","VHL","PDGFB",1
"40756","VHL","CDH1",1
"40757","VHL","SNAI1",-1
"40758","VHL","ZEB2",-1
"40759","PER2","SERPINE1",-1
"40760","DACH1","KLF4",-1
"40761","DACH1","NANOG",-1
"40762","DACH1","SOX2",-1
"40763","DACH1","LIN28A",1
"40764","DACH1","LIN28B",1
"40765","BRCA1","NTHL1",1
"40766","PPARGC1B","MTTP",1
"40767","PPARGC1B","FABP1",1
"40768","PPARGC1B","SYTL4",1
"40769","PPARGC1B","TRIB3",1
"40770","PPARGC1B","UCP2",1
"40771","POU2AF1","BCL2",1
"40772","LMO1","NKX3-1",1
"40773","DLX3","KLK4",1
"40774","HEYL","NEUROG2",1
"40775","MEIS2","TGFBR2",-1
"40776","SOX7","DLL4",1
"40777","EP300","INVS",1
"40778","EP300","ALDH3A1",1
"40779","DDX5","CDKN1A",1
"40780","MUC1","CDKN1A",1
"40781","MUC1","JUN",-1
"40782","MUC1","CCN2",1
"40783","HIVEP1","CCND1",1
"40784","HIVEP1","PTGS2",-1
"40785","HIVEP1","MYC",-1
"40786","CTNNB1","CDX2",1
"40787","CTNNB1","CLDN1",1
"40788","CTNNB1","PSMD4",1
"40789","CTNNB1","S100A6",1
"40790","CTNNB1","BGLAP",-1
"40791","CTNNB1","NANOG",1
"40792","DAXX","BIRC3",-1
"40793","MBD3","POU5F1",-1
"40794","KAT2B","INVS",1
"40795","YAP1","BAX",1
"40796","CTBP1","AGT",-1
"40797","CTBP1","RETN",-1
"40798","NEUROD2","REST",-1
"40799","PA2G4","ERBB2",-1
"40800","TRIM24","STAT1",-1
"40801","ZBTB8A","CDKN1A",-1
"40802","HDAC3","BGLAP",-1
"40803","PAX6","MAB21L2",-1
"40804","PAX6","BCL9",1
"40805","PAX6","BCL9L",1
"40806","PAX6","FGF19",-1
"40807","PAX6","HOXD4",1
"40808","PAX6","MAFA",1
"40809","PAX6","ODF2",1
"40810","PAX6","ANGPTL7",1
"40811","PAX6","CDKN1A",1
"40812","PAX6","CDKN1C",1
"40813","PAX6","CDKN2D",1
"40814","PAX6","SPAG5",1
"40815","PAX6","FMNL2",1
"40816","PAX6","CLU",1
"40817","PAX6","VCAN",-1
"40818","PAX6","GSX2",-1
"40819","PAX6","EMX2",-1
"40820","PAX6","EPHB1",-1
"40821","PAX6","TFEC",1
"40822","PAX6","FLG",-1
"40823","PAX6","ITGA4",1
"40824","PAX6","IVL",-1
"40825","PAX6","KRT1",-1
"40826","PAX6","KRT3",1
"40827","PAX6","KRT10",-1
"40828","PAX6","ASCL1",-1
"40829","PAX6","FEZF2",-1
"40830","PAX6","DMRTA1",1
"40831","PAX6","SLC1A2",1
"40832","PAX6","TCF7L2",1
"40833","PAX6","TKT",1
"40834","SOX2","TP63",1
"40835","SOX2","GLI3",1
"40836","SOX2","JAG1",1
"40837","SOX2","MYCN",1
"40838","SOX2","NKX2-1",1
"40839","SOX2","CDKN1A",-1
"40840","SOX2","SOX21",1
"40841","SOX2","NR0B1",1
"40842","SOX2","FABP7",1
"40843","SOX2","GATA6",1
"40844","SOX2","GFAP",1
"40845","SOX2","HES5",1
"40846","SOX2","GADD45B",1
"40847","SOX2","TRIM33",-1
"40848","SOX2","BDNF",1
"40849","SOX2","NEUROG2",1
"40850","SOX2","TULP3",1
"40851","SOX2","TWIST1",-1
"40852","SOX2","CCNE1",1
"40853","RUNX1","C16orf54",1
"40854","RUNX1","ART1",1
"40855","RUNX1","IGLL5",1
"40856","RUNX1","IGLL1",1
"40857","RUNX1","OCLN",1
"40858","RUNX1","SOCS4",-1
"40859","RUNX1","CTLA4",-1
"40860","RUNX1","EYA4",1
"40861","RUNX1","IKZF3",1
"40862","RUNX1","HTR2C",1
"40863","RUNX1","IL2RA",1
"40864","RUNX1","IL7R",1
"40865","RUNX1","LIFR",1
"40866","RUNX1","MYH9",1
"40867","RUNX1","CELA2A",1
"40868","RUNX1","TJP1",1
"40869","RUNX1","CLDN5",1
"40870","RUNX1","VPREB1",1
"40871","RUNX1","RSPO3",1
"40872","RUNX1","TNFRSF18",-1
"40873","RUNX1","CD2",1
"40874","E2F1","CASP8",1
"40875","CTNNB1","ATOH1",1
"40876","CTNNB1","MMP13",1
"40877","CTNNB1","PITX2",1
"40878","CTNNB1","ENAM",1
"40879","CTNNB1","COPS5",1
"40880","CTNNB1","AKT2",1
"40881","CTNNB1","BACE1",-1
"40882","CTNNB1","HMGA1",1
"40883","CTNNB1","HES1",1
"40884","CTNNB1","ASCL1",1
"40885","CTNNB1","POU5F1",1
"40886","CTNNB1","ENAH",1
"40887","CTNNB1","MESP1",1
"40888","CTNNB1","SCN5A",-1
"40889","CTNNB1","NEUROG2",1
"40890","CTNNB1","HES7",1
"40891","CTNNB1","NR1I2",1
"40892","CTNNB1","SQSTM1",-1
"40893","FOXO1","CTSV",1
"40894","FOXO1","DDX5",-1
"40895","FOXO1","GCDH",-1
"40896","FOXO1","IL9",1
"40897","FOXO1","IRF4",1
"40898","FOXO1","SERPINB2",1
"40899","FOXO1","PLTP",1
"40900","FOXO1","PPA1",1
"40901","FOXO1","GALNT14",-1
"40902","FOXO1","NDNF",1
"40903","FOXO1","MCM3AP",1
"40904","POU5F1","STK40",-1
"40905","POU5F1","SRA1",1
"40906","POU5F1","AFP",-1
"40907","POU5F1","E2F3",1
"40908","POU5F1","IGF2-AS",1
"40909","POU5F1","TUG1",1
"40910","POU5F1","TET1",1
"40911","STAT3","MICB",1
"40912","STAT3","EGR1",1
"40913","STAT3","CDH4",1
"40914","STAT3","ADM",1
"40915","STAT3","STK35",1
"40916","STAT3","TPX2",1
"40917","STAT3","FOXM1",1
"40918","STAT3","TMEFF2",-1
"40919","STAT3","WWTR1",1
"40920","STAT3","ANXA1",1
"40921","STAT3","IGFBP2",1
"40922","STAT3","RHOH",1
"40923","STAT3","POLR2H",1
"40924","STAT3","HMGA2",1
"40925","CREB1","HSPA1B",1
"40926","CREB1","ENTPD1",1
"40927","CREB1","ESR1",1
"40928","CREB1","PNPLA6",1
"40929","CREB1","USP22",1
"40930","CREB1","HBG2",1
"40931","CREB1","STING1",1
"40932","CREB1","ASCL1",1
"40933","CREB1","RFC3",1
"40934","CREB1","CCNC",1
"40935","EGR1","EPO",1
"40936","EGR1","PTPRZ1",1
"40937","EGR1","VCAN",1
"40938","EGR1","NCAN",1
"40939","EGR1","CSPG4",1
"40940","FOXA2","HADH",1
"40941","FOXA2","BIRC2",1
"40942","FOXA2","ST18",-1
"40943","FOXA2","CDKN1A",1
"40944","FOXA2","CITED2",1
"40945","FOXA2","ADORA2B",1
"40946","FOXA2","CYP2A13",1
"40947","FOXA2","CADM1",1
"40948","FOXA2","ANO2",1
"40949","FOXA2","BAX",1
"40950","FOXA2","SLC12A2",1
"40951","FOXA2","UGT2B17",1
"40952","FOXA2","NR0B2",1
"40953","FOXA2","SLC4A4",1
"40954","CUX1","CDH2",1
"40955","CUX1","CEBPE",1
"40956","CUX1","DCTN6",-1
"40957","CUX1","DEFA1B",1
"40958","CUX1","RHOBTB3",1
"40959","CUX1","FLNA",1
"40960","CUX1","ITGB2",1
"40961","CUX1","ARHGDIB",1
"40962","CUX1","MARCKS",1
"40963","CUX1","NEU1",1
"40964","CUX1","LIMA1",-1
"40965","CUX1","PNN",-1
"40966","CUX1","POLA1",1
"40967","CUX1","RASIP1",1
"40968","CUX1","PTK2",1
"40969","CUX1","PCDH10",-1
"40970","CUX1","THBS1",1
"40971","CUX1","VIM",1
"40972","CUX1","H4C6",-1
"40973","CUX1","CCN5",1
"40974","CUX1","PTTG1",-1
"40975","CUX1","RAB36",1
"40976","CUX1","ARHGAP32",-1
"40977","YY1","NKX2-5",1
"40978","YY1","CR2",1
"40979","YY1","AMELY",-1
"40980","YY1","CDH1",1
"40981","YY1","CPOX",-1
"40982","YY1","UBIAD1",1
"40983","YY1","SNAI1",1
"40984","YY1","PTTG1",-1
"40985","YY1","KIF14",1
"40986","YY1","SLC23A2",1
"40987","YY1","NR1H4",-1
"40988","HES1","ADAMTS5",1
"40989","HES1","GPR146",-1
"40990","HES1","COL1A1",1
"40991","HES1","COL1A2",1
"40992","HES1","CBLN4",1
"40993","HES1","BBC3",-1
"40994","HES1","CXCL2",-1
"40995","HES1","MMP13",1
"40996","HES1","NPAT",-1
"40997","HES1","BNIP3",-1
"40998","HES1","CCNE1",-1
"40999","HES1","IL1RL1",1
"41000","LEF1","COL2A1",1
"41001","LEF1","DKK1",1
"41002","LEF1","HES7",1
"41003","LEF1","MESP1",1
"41004","LEF1","POU5F1",1
"41005","LEF1","CDKN1A",1
"41006","LEF1","COL1A1",-1
"41007","LEF1","MESP2",1
"41008","LEF1","FGF3",1
"41009","LEF1","FGF4",1
"41010","LEF1","NOTCH1",1
"41011","LEF1","CELA2A",1
"41012","LEF1","SHH",1
"41013","LEF1","BMP4",1
"41014","LEF1","TYR",1
"41015","LEF1","CXCR4",1
"41016","LEF1","NR1I2",1
"41017","MYC","SNAI1",1
"41018","MYC","CTPS1",1
"41019","MYC","ADSL",1
"41020","MYC","GART",1
"41021","MYC","STING1",1
"41022","MYC","ATIC",1
"41023","MYC","PFAS",1
"41024","MYC","SERPINI1",1
"41025","MYC","TBX3",1
"41026","HIF1A","VTCN1",1
"41027","HIF1A","GYS1",1
"41028","HIF1A","SPRY2",-1
"41029","HIF1A","SEMA4D",1
"41030","HIF1A","CYP19A1",1
"41031","HIF1A","HSD3B2",1
"41032","HIF1A","NOS1",1
"41033","HIF1A","NTRK2",1
"41034","HIF1A","PRDX2",1
"41035","HIF1A","ATRIP",1
"41036","PBX1","CFTR",1
"41037","PBX1","PAX3",1
"41038","PBX1","ALX1",1
"41039","PBX1","FGF10",1
"41040","PBX1","PBX1",1
"41041","PBX1","NKX2-5",1
"41042","PBX1","ALPL",1
"41043","PBX1","GLI3",1
"41044","PBX1","HOXB7",1
"41045","PBX1","IBSP",-1
"41046","PBX1","IGF1R",1
"41047","PBX1","IGFBP2",-1
"41048","PBX1","PDGFRB",-1
"41049","PBX1","RNF6",1
"41050","PBX1","SNAI1",1
"41051","PBX1","VIM",1
"41052","PBX1","CD44",1
"41053","PBX1","FGF19",1
"41054","SOX9","PIK3CA",1
"41055","SOX9","GJB6",1
"41056","SOX9","MECOM",1
"41057","SOX9","FOS",-1
"41058","SOX9","JUNB",-1
"41059","SOX9","NFIA",1
"41060","SOX9","LEF1",1
"41061","SOX9","PITX2",1
"41062","SOX9","PRELP",1
"41063","SOX9","TBX20",1
"41064","SOX9","BMI1",1
"41065","SOX9","SOX4",1
"41066","SOX9","BTN1A1",1
"41067","SOX9","TWIST1",1
"41068","SOX9","BHLHE40",-1
"41069","TCF7L2","KIF12",1
"41070","TCF7L2","E2F1",1
"41071","TCF7L2","BACE1",-1
"41072","TCF7L2","HMGA1",1
"41073","TCF7L2","PLD1",1
"41074","TCF7L2","KIF15",1
"41075","TCF7L2","SCN5A",-1
"41076","TCF7L2","CXCL12",1
"41077","TCF7L2","NCAPG",1
"41078","TCF7L2","SOX5",1
"41079","TCF7L2","SPP1",1
"41080","TCF7L2","SQSTM1",-1
"41081","MEF2C","RUNX2",1
"41082","MEF2C","AMPD1",1
"41083","MEF2C","BGLAP",1
"41084","MEF2C","FRZB",1
"41085","MEF2C","MYOM1",1
"41086","MEF2C","MYOM2",1
"41087","MEF2C","MYOZ2",1
"41088","MEF2C","SFRP2",-1
"41089","MEF2C","SP7",1
"41090","MEF2C","HCN4",1
"41091","MEF2C","OLFM4",1
"41092","MEF2C","COL2A1",1
"41093","MEF2C","IBSP",1
"41094","MEF2C","LEF1",-1
"41095","MEF2C","PTH1R",1
"41096","MEF2C","OPN1LW",-1
"41097","MEF2C","SGCA",1
"41098","MEF2C","MMP20",1
"41099","AHR","IRF3",1
"41100","AHR","NCF1",1
"41101","AHR","SLC7A5",1
"41102","GATA2","MICA",1
"41103","GATA2","CYP2C9",1
"41104","GATA2","DIO2",1
"41105","GATA2","MICB",1
"41106","GATA2","PDE9A",1
"41107","ASCL1","DLL4",1
"41108","ASCL1","EFNA5",1
"41109","ASCL1","RND3",1
"41110","ASCL1","DLX5",1
"41111","ASCL1","GAD1",1
"41112","ASCL1","DLL1",1
"41113","ASCL1","JAG2",1
"41114","ASCL1","MGMT",1
"41115","ASCL1","MMP7",1
"41116","ASCL1","CPAP",1
"41117","ASCL1","BCL2",1
"41118","ASCL1","RET",1
"41119","ASCL1","BTG2",1
"41120","ASCL1","AXIN2",1
"41121","GLI1","HAS2",1
"41122","GLI1","RUNX3",1
"41123","GLI1","BIRC3",1
"41124","GLI1","AQP1",1
"41125","GLI1","NEK2",1
"41126","GLI1","TERT",1
"41127","SATB2","CDH2",1
"41128","SATB2","CD24",1
"41129","SATB2","DCC",1
"41130","SATB2","MEIS2",-1
"41131","SATB2","MYC",1
"41132","SATB2","LEF1",1
"41133","SATB2","POU5F1",1
"41134","SATB2","BCL2",1
"41135","SATB2","PERP",-1
"41136","SATB2","SNAI2",1
"41137","SATB2","SNAI1",1
"41138","SATB2","ZEB1",1
"41139","SATB2","AXIN2",-1
"41140","SATB2","PROM1",-1
"41141","SATB2","CD44",1
"41142","SATB2","CDH1",-1
"41143","REST","NPAS4",-1
"41144","REST","NEFH",-1
"41145","MAF","PDX1",1
"41146","MAF","CCR1",1
"41147","MAF","IRF4",1
"41148","MAF","G6PC2",1
"41149","DLX5","ALPL",1
"41150","DLX5","GBX2",1
"41151","DLX5","SP7",1
"41152","DLX5","WNT5A",1
"41153","DLX5","TMEM30B",1
"41154","DLX5","BMPER",1
"41155","DLX5","POU3F3",1
"41156","GLI3","CDK6",-1
"41157","GLI3","CDKN2C",1
"41158","GLI3","TRPM5",-1
"41159","GLI3","HIP1",-1
"41160","GLI3","GNAT3",-1
"41161","GLI3","RBP1",-1
"41162","GLI3","WNT7B",1
"41163","GLI3","TAS1R3",-1
"41164","GLI3","HAND2",-1
"41165","HAND2","GLI3",-1
"41166","GLI3","GNA14",-1
"41167","PAX5","CR2",1
"41168","PAX5","NR1I2",1
"41169","TCF3","FCER2",1
"41170","TCF3","FOXO1",1
"41171","TCF3","LEFTY1",1
"41172","TCF3","POU2F2",1
"41173","LHX2","OR8A1",1
"41174","LHX2","OR10J5",1
"41175","LHX2","OR52I2",1
"41176","LHX2","BTBD3",1
"41177","LHX2","MSX1",1
"41178","LHX2","MSX2",1
"41179","LHX2","MYF5",1
"41180","LHX2","OR6A2",1
"41181","NKX2-1","PRDM13",1
"41182","NKX2-1","WNT7B",1
"41183","NKX2-1","E2F3",1
"41184","NKX2-1","MET",-1
"41185","NKX2-1","CCNB1",1
"41186","NKX2-1","CCNB2",1
"41187","NKX2-1","PTTG1",1
"41188","SRF","MYH11",1
"41189","SRF","ANK1",1
"41190","NEUROD1","ST18",1
"41191","NEUROG2","EOMES",1
"41192","ZBTB18","NEUROG2",-1
"41193","NEUROG2","ZBTB18",1
"41194","NEUROG2","ELAVL4",1
"41195","NEUROG2","ETV1",-1
"41196","NEUROG2","DLL1",1
"41197","NEUROG2","JAG2",1
"41198","NEUROG2","RTL1",-1
"41199","NEUROG2","BTG2",1
"41200","NEUROG2","DLK1",-1
"41201","SP1","NECTIN2",1
"41202","RELA","HSPA1A",1
"41203","RELA","HSPA1B",1
"41204","NOTCH1","COL1A1",1
"41205","NOTCH1","COL1A2",1
"41206","NOTCH1","BGLAP",-1
"41207","NOTCH1","HES7",1
"41208","OLIG2","EPHA3",1
"41209","OLIG2","EPHA5",1
"41210","OLIG2","ARHGAP8",-1
"41211","OLIG2","SIGLEC8",1
"41212","OLIG2","PIM1",1
"41213","OLIG2","CDCA8",1
"41214","OLIG2","AURKA",1
"41215","OLIG2","CCNB1",1
"41216","OLIG2","CDC20",1
"41217","OLIG2","CDC25C",1
"41218","GLI2","XIAP",1
"41219","GLI2","HIP1",1
"41220","GLI2","NEK2",1
"41221","GLI2","NKX2-2",1
"41222","TCF4","CD36",1
"41223","TCF4","DCT",-1
"41224","TCF4","BMP7",-1
"41225","TCF4","TYR",-1
"41226","TCF4","TYRP1",-1
"41227","MECP2","FXYD1",-1
"41228","MECP2","SLC2A3",1
"41229","MECP2","EHMT2",-1
"41230","MECP2","SLC25A4",-1
"41231","MECP2","PCDHB1",-1
"41232","MECP2","PCDH7",-1
"41233","TAL1","PTPRU",-1
"41234","TAL1","RPS3A",-1
"41235","EGR4","SYNPO",1
"41236","EGR4","DLX5",1
"41237","EGR4","RAB15",1
"41238","EGR4","SAMD5",1
"41239","EGR4","PTHLH",1
"41240","GATA4","CLDN11",1
"41241","GATA4","ACTA2",1
"41242","GATA4","SGCA",1
"41243","NFYA","HSPA1A",1
"41244","NFYA","HSPA1B",1
"41245","NFYA","CLDN11",1
"41246","GATA1","MS4A2",1
"41247","GATA1","CLDN11",1
"41248","NFKB1","HSPA1A",1
"41249","NFKB1","HSPA1B",1
"41250","NFKB1","MYOZ2",1
"41251","NFKB1","MYOZ1",1
"41252","HOXD13","DACH1",1
"41253","HOXD13","BARX1",-1
"41254","HOXD13","HAND2",1
"41255","NFE2L2","IL1RN",1
"41256","MYOD1","ANK1",1
"41257","BCL11A","FRZB",1
"41258","BCL11A","HBB",-1
"41259","BCL11A","ID3",1
"41260","BCL11A","TCF4",1
"41261","BCL11B","KRT8",-1
"41262","BCL11B","SNAI2",-1
"41263","BCL11B","SNAI1",-1
"41264","BCL11B","TGFA",-1
"41265","BCL11B","TGFB1",-1
"41266","BCL11B","TGFB2",-1
"41267","FEZF1","HES5",-1
"41268","FEZF1","OTX2",1
"41269","FEZF1","PAX6",1
"41270","FEZF1","POU5F1",-1
"41271","FEZF1","SOX2",1
"41272","FEZF1","NANOG",-1
"41273","SALL4","SOX17",1
"41274","SALL4","SOX2",1
"41275","SALL4","RUNX1",1
"41276","KLF4","CDKN2B",1
"41277","NR2F2","MYL2",-1
"41278","NR2F2","IRX4",-1
"41279","NR2F2","TBX5",1
"41280","ERG","LEF1",1
"41281","ERG","WNT3",1
"41282","JUN","HBG2",1
"41283","MEIS1","PAX6",1
"41284","MEIS1","PTCH1",1
"41285","ATF4","SNCG",1
"41286","DLX1","GAD1",1
"41287","DLX1","GAD2",1
"41288","CLOCK","ATF4",1
"41289","SIRT1","UCP3",-1
"41290","STAT1","GPR146",1
"41291","BATF","MAF",1
"41292","BATF","IL4",1
"41293","BATF","IRF4",1
"41294","NFYB","HSPA1A",1
"41295","NFYB","HSPA1B",1
"41296","NFYC","HSPA1A",1
"41297","NFYC","HSPA1B",1
"41298","MYOCD","ACTA2",1
"41299","MYOCD","TAGLN",1
"41300","MYOCD","CNN1",1
"41301","MYOCD","SGCA",1
"41302","SP3","NECTIN2",1
"41303","PKNOX1","FASN",-1
"41304","PKNOX1","NR5A1",1
"41305","PKNOX1","RNF6",1
"41306","STAT5B","MAF",1
"41307","STAT5B","LCN2",1
"41308","STAT5B","MEF2C",-1
"41309","GATA6","CLDN11",1
"41310","MTA1","PAX5",1
"41311","TFAP2D","BHLHE23",1
"41312","TFAP2D","POU4F3",1
"41313","HMGXB4","CNN1",-1
"41314","HMGXB4","MYH11",-1
"41315","HMGXB4","ACTA2",-1
"41316","HMGXB4","TAGLN",-1
"41317","ZBTB18","RELN",-1
"41318","ZBTB18","ROBO1",-1
"41319","ZBTB18","SLIT3",-1
"41320","EPAS1","PROX1",1
"41321","EPAS1","PRDX2",1
"41322","TCF7L1","NR5A2",-1
"41323","TCF7L1","MYCN",-1
"41324","TCF7L1","NEUROG1",-1
"41325","TCF7L1","ZIC5",1
"41326","SPI1","NR1I2",1
"41327","NR2E1","GFAP",1
"41328","NR2E1","GADD45G",-1
"41329","NR2E1","FABP7",1
"41330","DLX2","GAD1",1
"41331","DLX2","GAD2",1
"41332","EP300","SP7",1
"41333","EP300","RHOA",1
"41334","EP300","SKP2",1
"41335","FOXG1","RELN",-1
"41336","FOXG1","ROBO1",-1
"41337","FOXG1","SLIT3",-1
"41338","FOXA3","CDH15",-1
"41339","FOXA3","PPARGC1A",-1
"41340","FOXA3","CIDEA",-1
"41341","FOXA3","UCP1",-1
"41342","FOXA3","COX4I2",-1
"41343","CDX2","TAL1",1
"41344","MYB","RUNX1",-1
"41345","INSM1","PAX6",1
"41346","NFE2L3","ACTA2",1
"41347","NFE2L3","TAGLN",1
"41348","PDX1","ST18",1
"41349","FOXP1","RAG2",1
"41350","MEIS2","CDKN2B",1
"41351","BMAL1","EGR1",1
"41352","EOMES","EBF1",-1
"41353","ETS1","NR1I2",1
"41354","YAP1","SOX6",-1
"41355","YAP1","SOX5",-1
"41356","YAP1","SOX9",-1
"41357","ETV4","GLI3",1
"41358","ETV4","WNT8B",1
"41359","MYCN","ASCL1",1
"41360","MYCN","CAV1",-1
"41361","SMARCB1","GLI1",-1
"41362","SMARCB1","PTCH1",-1
"41363","CEBPA","AMELY",1
"41364","CEBPA","COPS5",1
"41365","NKX6-1","OLIG2",1
"41366","PHOX2A","NCAM1",1
"41367","PHOX2A","RET",1
"41368","WWTR1","SOX6",-1
"41369","WWTR1","SOX5",-1
"41370","WWTR1","SOX9",-1
"41371","HSF2","ZNF804A",-1
"41372","NFIX","SOX9",-1
"41373","ZMIZ1","RHOA",1
"41374","STAT6","BATF",1
"41375","TWIST1","TCF3",-1
"41376","SOX6","RUNX2",1
"41377","NFATC3","CR2",1
"41378","NFATC3","FCER2",1
"41379","NFKB2","CR2",1
"41380","NFKB2","FCER2",1
"41381","SOX8","VNN1",1
"41382","ATF2","ENTPD1",1
"41383","MYOG","SGCA",1
"41384","SIX1","ATOH1",1
"41385","CHD4","BCL11A",-1
"41386","ETV1","HES5",-1
"41387","FOSB","MYC",1
"41388","LMX1B","HESX1",1
"41389","KMT2A","DLX2",1
"41390","POU3F2","DLL1",1
"41391","BMAL2","BHLHE40",1
"41392","HES4","CDKN1A",-1
"41393","HES4","ASCL1",1
"41394","SOX5","RUNX2",1
"41395","OTX2","NEUROG2",1
"41396","JAZF1","MEF2C",-1
"41397","CREBBP","LHB",1
"41398","NKX2-5","SGCA",1
"41399","EWSR1","POU5F1",1
"41400","RCOR1","BDNF",1
"41401","UNCX","NEUROG2",1
"41402","IRF3","GPR146",1
"41403","ARNT","PRDX2",1
"41404","MEF2D","PPARGC1A",1
"41405","NEUROG1","DLL1",1
"41406","SALL1","POU5F1",1
"41407","SMARCD3","SGCA",1
"41408","TCF12","LEFTY1",1
"41409","TLE4","CDKN1B",1
"41410","WNT3A","LEF1",-1
"41411","AR","ABCE1",1
"41412","AR","ACP3",1
"41413","AR","ANAPC10",1
"41414","AR","ATF6",1
"41415","AR","ATP2B4",1
"41416","AR","BTD",1
"41417","AR","CCNG2",1
"41418","AR","CDKL5",1
"41419","AR","CITED2",1
"41420","AR","DDC",1
"41421","AR","EYA2",1
"41422","AR","FAM13A",1
"41423","AR","FAM174B",1
"41424","AR","FXYD3",1
"41425","AR","GLRX",1
"41426","AR","GRB10",1
"41427","AR","HK2",1
"41428","AR","HNRNPA1",1
"41429","AR","HSD17B11",1
"41430","AR","LIFR",1
"41431","AR","MRPS27",1
"41432","AR","NLGN4X",1
"41433","AR","NME7",1
"41434","AR","NPEPPS",1
"41435","AR","NUP214",1
"41436","AR","PRPS1",1
"41437","AR","PTPN9",1
"41438","AR","PTPRM",1
"41439","AR","QSOX1",1
"41440","AR","RBMX",1
"41441","AR","RBPMS",1
"41442","AR","SMARCA2",1
"41443","AR","SOX4",1
"41444","AR","STK39",1
"41445","AR","SUSD6",1
"41446","AR","THRA",1
"41447","AR","TNFRSF1A",1
"41448","AR","UBE2D3",1
"41449","AR","VAPA",1
"41450","AR","XPA",1
"41451","AR","ZFHX4",1
"41452","ESR1","IGFBP4",1
"41453","ESR1","ITGA2",1
"41454","ESR1","PTPRG",1
"41455","TP53","ADGRB2",1
"41456","TP53","EDN2",1
"41457","TP53","NHLH2",1
"41458","TP53","PPM1J",1
"41459","STAT3","RNLS",1
"41460","EPAS1","BHLHE40",1
"41461","EPAS1","ADORA2A",1
"41462","EPAS1","PDGFB",1
"41463","CTCF","ABCA2",1
"41464","CTCF","ACVR1C",1
"41465","CTCF","AHCYL1",1
"41466","CTCF","ANKRD46",1
"41467","CTCF","B4GALNT1",1
"41468","CTCF","BICD2",1
"41469","CTCF","C1R",1
"41470","CTCF","CCL16",1
"41471","CTCF","CD80",1
"41472","CTCF","CEP135",1
"41473","CTCF","CHRNA6",1
"41474","CTCF","CIDEB",1
"41475","CTCF","CNIH1",1
"41476","CTCF","COL27A1",1
"41477","CTCF","DIP2B",1
"41478","CTCF","DMKN",1
"41479","CTCF","ELP5",1
"41480","CTCF","EPHB1",1
"41481","CTCF","FBXO7",1
"41482","CTCF","GALNT6",1
"41483","CTCF","GALT",1
"41484","CTCF","GAS7",1
"41485","CTCF","GRIN3A",1
"41486","CTCF","HEBP2",1
"41487","CTCF","HMCN1",1
"41488","CTCF","HS1BP3",1
"41489","CTCF","HSPA5",1
"41490","CTCF","IL19",1
"41491","CTCF","KSR1",1
"41492","CTCF","LPIN3",1
"41493","CTCF","LRRC59",1
"41494","CTCF","MB",1
"41495","CTCF","MCM10",1
"41496","CTCF","MRPL17",1
"41497","CTCF","MYD88",1
"41498","CTCF","NBN",1
"41499","CTCF","NCBP3",1
"41500","CTCF","NES",1
"41501","CTCF","NFE2L2",1
"41502","CTCF","PLXNB3",1
"41503","CTCF","PMPCB",1
"41504","CTCF","POMT2",1
"41505","CTCF","POU1F1",1
"41506","CTCF","PPARD",1
"41507","CTCF","PPRC1",1
"41508","CTCF","PRSS35",1
"41509","CTCF","PTPA",1
"41510","CTCF","RPL39L",1
"41511","CTCF","RPP30",1
"41512","CTCF","SMIM7",1
"41513","CTCF","TMBIM6",1
"41514","CTCF","TNFRSF18",-1
"41515","CTCF","TRAPPC6A",1
"41516","CTCF","TSFM",1
"41517","CTCF","TSPAN16",1
"41518","CTCF","TYSND1",1
"41519","CTCF","ZNF20",1
