"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","WNT","p53"
"SAMc692536a795a",-0.0505438653921105,0.394448352169942,-0.067820253857763,-0.865874925175237,0.353413881813035,-1.46932999017152,0.750926990657518,-0.267602494490901,0.734613191007411,-1.01948827421907,0.826102564142561,-1.65152986049053,0.106482612221507,-0.0356073489467004
"SAM9a2cf3c06fb3",1.88961573293262,0.606360681500947,0.882187581481794,-0.770485356782415,0.669118408167607,0.86764031120304,1.42466094251133,0.683512006520095,0.614666065576189,-0.337502079352621,0.455615229494211,-0.40267611807887,-0.389239332562878,-0.500753832620002
"SAM557dde1b9f3e",0.255501094090061,0.175196440525675,-0.0523566433349297,-0.178575969988071,0.0458070576580222,-1.16123104293666,0.667263072598834,-0.96858629922806,0.88870738737138,-0.472374882912965,0.590480223082236,-1.85531561251962,-0.145968335894802,1.09480898663602
"SAM23aa15d4a0b0",-0.0498101106128356,-0.259383989975711,-0.378515558102456,0.445736280570755,-0.525772974961032,0.240437401657903,-0.0898749158779806,-0.584194551272053,-0.110577157630146,-0.0188269901687105,-0.140522151224798,-1.11926697564489,-0.766275512418466,-0.219883571660776
"SAM468a9e1dc821",-0.883354954525762,1.38094946761252,-0.107870013048745,0.0874003338282592,-0.203781998508842,-0.292844947838082,-1.34589982899791,0.555646500916945,0.201695096937354,1.18153681756684,-0.317210520805383,0.574796977959133,-0.722759504199469,1.86938164737252
"SAM81b71522417a",-0.553441137485965,-1.54141664702637,-0.00566232041135298,0.686626983223222,-1.50350912547246,1.34026215744441,-1.81702310667895,0.592792341510389,-1.07213561733168,-0.962922312413763,-1.77133407762257,0.142753252250232,-0.156836991252165,-1.38012005585559
"SAMb963dda93cfd",-1.06559308494277,0.063936165285523,1.23779325983506,0.153387898988565,0.388726175902573,1.86620912832895,-0.285703252991269,-0.0240592257329768,0.748513842656755,1.27089040329113,-0.472047178426955,0.869687034194794,-1.02917189881317,-1.68663665659723
"SAMbcbc7957c264",-0.832103669430258,-0.430488940498654,-0.808289227318247,0.586066284653055,-1.01942636844725,0.681816106902976,-0.856560121654071,0.391409310730329,-0.746214866524282,-0.0369488864300908,-1.26825028721824,0.0982783814526458,1.00577612773354,0.114488551451478
"SAM7fb6987514a4",0.96260947176284,0.178592317759703,1.79950922554926,-0.217906423145392,1.52912594777215,0.451518820706406,2.42415478767022,0.453952923887649,0.575077854789081,-0.148964216929259,0.520014146054272,-0.500750753942495,0.33623682384126,-0.785984524941719
"SAM63405b04ab2d",0.0350531182631251,0.260004875556552,-0.54065973290658,-0.346987883226178,1.09566298262364,-1.06420607917081,1.27611224339377,0.968933655308308,1.29577258032086,-0.752836760807176,0.638560417616893,0.900490872287398,2.14164400916391,0.218741833882995
"SAM18bc1078bc15",-0.563379201394582,-1.56539977012669,-1.62335921773112,-0.927844551298897,-0.303711655017633,-0.830690139127256,-0.345640426374086,-0.854114330486746,-0.673745147272742,-0.195749454669361,-0.441049158410595,0.873553025701112,1.1435286082794,-1.44035560729707
"SAMd1bd63734394",-0.605398779306189,0.585130257623448,0.0707424401833303,1.00327661955208,1.75211893137973,0.945775274806591,-1.07314576469893,0.073380502798589,-1.49194639595527,1.7218103370679,-1.11074107921238,1.53612207047698,-2.3195090788498,-0.557450183288068
"SAMe9ae8beb82fa",0.723506401444599,-0.135348082191033,-0.860465810605218,-0.233954464649074,1.24116432053969,-1.77233443552295,-0.793004222294493,0.768651983476276,0.572669882572865,1.04500761618219,1.19934709163559,-0.9469824108802,0.536903777804956,1.26966368480416
"SAMba7176afe070",-1.1604293503335,-1.22004900956651,-1.15861842089115,-0.86367784351212,-0.756589685378742,-0.436484587870287,-1.3683367759083,-1.19380518815452,-1.5834474435363,-1.38144899095094,-1.39447327001784,0.521725657290804,1.17421909203204,1.74795632393873
"SAMbe83eae4026e",0.71619891876374,-0.361049297785957,-0.105686636641738,1.44984706093426,-0.476285026536173,0.698661041176141,0.648302903433097,0.921807583325357,-0.112095649483713,0.628137706773324,0.101884504831655,0.886967890293281,-1.40823736522941,0.0960745974114904
"SAMe5bc41772bc9",0.416822199172594,2.43605080349302,0.219000186872376,0.550647034063928,-1.03075498587067,0.0372691068167292,-0.917113790488949,0.464957991611262,0.442343594010167,2.65480186880815,0.180626343673049,0.107887050589364,0.0035636410456103,1.30032884157033
"SAM23095936e611",-1.02153248946188,-0.548236186481795,-0.7179389589865,0.950869253534914,-1.64953915824844,1.03552107007206,-1.0434278368641,-0.629799316236796,-0.278604778682807,-0.420579300949605,-1.2743647127501,0.94515157788645,0.958211528045994,-0.332659535778141
